final_all_keys,close_words
损伤,"受损,损伤后,损害,损坏,直接损伤,其他损伤,二次损伤,局部损伤,伤及,轻度损伤,外伤,机械性损伤,损伤性,造成损害,小损伤,伤到,损伤变形,机体损伤,黏膜损伤,慢性损伤,功能损伤,脏器损伤,创伤,破损,损伤部位,磨损,细胞损伤,血管损伤,组织器官的损伤"
鳄鱼,"大鳄鱼,蜥蜴,食人鱼,蟒蛇,鬣狗,咸水鳄,乌龟,巨蜥,短吻鳄,湾鳄,狒狒,大蜥蜴,蝾螈,小蜥蜴,尼罗鳄,凶猛的鳄鱼,河马,森蚺,掠食者,爬行动物,鄂鱼,鳄龟,鬣蜥,水獭,大蟒蛇,花豹,肉食性,章鱼,霸王龙,凯门鳄"
深感,"甚感,倍感,深表,深觉,深感不安,备感,尤感,更感,颇感,深为,感到,心感,深感愧疚,惭愧,既感,深感忧虑,由衷,自感,令我,深感内疚,感到痛心,深表遗憾,深切,非常惭愧,顿感"
水流,"湍急,水势,河水,水流动,水流冲击,激流,急流,水从,溪流,水的流动,水浪,水柱,急湍,水流冲刷,湍流,冲刷,水流湍急,水流向,海水,的水,泥沙,江水,出水口,缓流,水花飞溅,水流流向,河流,小溪,水流缓慢,水流方向"
的士,"地士,子们,出租车,卒,士子,公车,士人,的哥,计程车,时代的士,私家车,兵们,的士司机,车夫,兵车,出租车司机"
汉奸,"大汉奸,汉奸走狗,汉奸卖国贼,卖国贼,民族败类,叛国投敌,卖国求荣,卖国,二鬼子,特务,日本汉奸,投敌卖国,日本鬼子,民族罪人,文化汉奸,伪军,亲日派,狗汉奸,共党,汪精卫,亲日分子,伪政权,日本间谍,日本特务,伪政府,土匪,大特务,土匪头子,出卖国家,特务头子"
奉劝,"忠告,劝,告诫,郑重提醒,劝诫,劝告,敬告,提个醒,好自为之,千万千万,善意提醒,再次提醒,友情提醒,不要再,切莫,三思而后行,再提醒,省省吧,三思而行,正告,害人害己,三思,别再,真爱生命,趁早,千万别,不要做,为妙,善意的提醒,执迷不悟"
校舍,"新校舍,学校校舍,小学校舍,学校的校舍,新建校舍,扩建校舍,校园校舍,老校舍,教学大楼,教学用房,小学的校舍,学校扩建,学校改造,教舍,教学设施,建校舍,教师宿舍,校舍建筑,新教学楼,校舍建设,校址,旧校舍,幼儿园校舍,改建学校,校舍改造,校舍面积,师生宿舍,旧教学楼,校舍设施,校舍重建"
小票,"购物小票,小股票,商场小票,销售小票,收银小票,创业板股票,大票,中小盘,中小盘股,中小创股票,电脑小票,大蓝筹,购物发票,小盘股,中小创,此票,小盘,该票,票据,创板,底单,小市值,票上,发票,收银条,绩优股,短线机会,部分个股,创业板个股,中低价"
女儿,"儿子,大女儿,两个女儿,两个孩子,二女儿,儿子和女儿,小儿子,妹妹,小女儿,妻子,父亲,三个孩子,丈夫,大儿子,继女,外孙女,爸爸,一双儿女,弟弟,孙女,妈妈,儿媳,母亲,宝贝女儿,继母,三女儿,外甥女,一对儿女,继父,儿媳妇"
完好,"完好无损,保持完好,保持完整,完整无损,基本完好,保存完好,完整无缺,完好无缺,保存完整,破损,保存良好,基本完整,保存,保存较好,完好程度,外观完好,损毁,比较完整,残破,被破坏,完整保存,无破损,残损,损坏,原貌,完整,残破不堪,保存状况,功能完好,完好性"
机构,"其他机构,其它机构,国内机构,相关机构,专业机构,机构多,服务机构,大机构,大型机构,各机构,所有机构,国外机构,多家机构,第三方机构,行业机构,机构合作,市场机构,机构管理,社会机构,机构选择,机构组织,合作机构,研究机构,机构数量,小机构,基金机构,知名机构,咨询机构,商业机构,外部机构"
螺旋,"螺旋状,旋转的,螺旋形,高速旋转,螺旋型,旋转,螺旋形状,急速旋转,螺旋劲,快速旋转,旋动,尖锥,气旋,漩涡状,锥形,螺旋转动,环形,成螺旋形,螺旋转,弧形,螺旋旋转,大螺旋,旋涡状,能量波,反向旋转,旋转切割,涡流,球体,气柱,光束"
西游记,"西游记原著,版西游记,老版西游记,版,大闹天宫,西游中,三打白骨精,封神演义,齐天大圣孙悟空,吴承恩,神话小说,孙悟空,猪八戒,唐僧,西游记后传,师徒四人,唐僧师徒四人,真假美猴王,中国四大名著,西游,西游记故事,孙悟空大闹天宫,唐僧师徒,西游世界,西游记孙悟空,看西游记,神魔小说,孙悟空三打白骨精,四大名著,沙僧"
危险,"非常危险,潜在危险,很危险,潜在的危险,危险性,严重危险,危险情况,死亡的危险,生命危险,发生危险,更危险,危险隐患,发生意外,小心,危险系数,风险,凶险,最危险,不安全,后果,危险的地方,危险境地,危险时刻,危及生命,出现意外,意外发生,可能发生,其他危险,极度危险"
力争,"力争实现,年,争取,努力实现,总体目标,全力推进,力求,规划目标,目标要求,确保完成,基本实现,全面推进,建设目标,重点突破,年底前,全面实现,年底,发展目标,逐步实现,今年底,加快推进,全面完成,全面推动,全力推动,建成一批,力促,实现突破,加大工作力度,战略目标"
可达,"可达到,最大可达,可超,达,可以达到,约达,或达,能达,约为,能达到,达近,平均达,可高,可实现,达约,有望达到,达,可接近"
邮政,"中国邮政,邮政局,邮政业务,邮政快递,邮政系统,邮局,邮政部门,国家邮政,邮政服务,邮政物流,邮政公司,邮政总局,邮递,邮政运输,邮政,邮政代理,中国邮政局,邮政发展,上海邮政,北京邮政,邮政集团,中国邮局,邮政小包,邮政金融,江苏邮政,邮寄业务,邮政机构,邮政支局,邮政包裹"
人大代表,"政协委员,人大代表和政协委员,区人大代表,政协代表,县人大代表,各级人大代表,市人大代表,政协,人大代表政协委员,省人大代表,区政协委员,人民代表,镇人大代表,全国人大代表,基层代表,人大常委会委员,人代会,基层人大代表,市政协委员,人大常委,县政协委员,部分人大代表,人大代表或政协委员,特邀监督员,特约监督员,党代表,代表委员,乡人大代表,各级人大,廉政监督员"
小点心,"小甜点,各种点心,小蛋糕,甜点,糕点,茶点,小甜品,小糕点,手工饼干,美味点心,美味的点心,下午茶点,下午茶点心,各式点心,小饼干,点心,美味的糕点,小西点,零嘴,精致点心,蛋糕点心,精美的点心,精致糕点,小食,各种糕点,各种甜点,小零嘴,小零食,精致的甜点,饭后甜点"
数目,"数量,=数额,其数量,数量相当,总数,具体数量,数量庞大,粗略估计,总数量,个数,人数,规模,数字,计数"
争霸赛,"王者争霸赛,年度总决赛,选拔赛,挑战赛,赛,冠军争夺赛,擂台赛,积分赛,交流赛,大赛,竞技赛,擂台争霸赛,精英挑战赛,分赛,冠军赛,海选赛,赛也,赛,全国总决赛,大赛,篮球争霸赛,竞技大赛,赛区决赛,冠军争夺战,冠军之夜,赛区选拔赛,终极对决,厨艺大赛,邀请赛,表演赛"
空中网,"盛大游戏,搜狐畅游,久游网,乐逗游戏,盛大网络,百度游戏,西山居,麒麟游戏,掌趣,完美时空,昆仑在线,中手游,大承网络,爱奇艺游戏,王雷雷,手游发行,客户端网游,手游平台,竞技网游,天神互动,巨人网络,游戏发行,战舰猎手,页游,盛大公司,页游平台,阿里游戏,盛大文学,祖龙娱乐,网页游戏"
金门,"小金门,澎湖,金门岛,台湾本岛,小嶝,小嶝岛,太武山,基隆,台南,东山岛,烈屿,漳州,大嶝岛,平潭岛,南竿,马祖岛,台中港,台岛,外岛,台湾金门,大担岛,宜兰,平潭,金门县,大嶝,本岛,嘉义,龟山岛,台湾,小三通"
增长,"快速增长,持续增长,增长速度,增速,稳步增长,增涨,增长率,增长幅度,大幅增长,同步增长,稳定增长,高速增长,收入增长,增长态势,保持增长,增长持续,迅速增长,持续的增长,同比增长,年增长,净增长,增长水平,增长趋势,增长势头,加快增长,增速下降,缓慢增长,增幅,断增长,增速加快"
败笔,"大败笔,亮点,最失败,吐槽点,失败之处,槽点,硬伤,糟点,缺憾,点睛之笔,最大的遗憾,失策,失败之作,最出彩,成功之处,美中不足之处,不得不说,可圈可点之处,污点,败点,点睛之处,槽点满满,最可惜,短板,嘲点,憾事,平心而论,画龙点睛,失败点"
高手,"顶尖高手,顶级高手,真正的高手,高手中的高手,绝顶高手,超级高手,大高手,高手们,宗师,高手啊,强手,武林高手,好手,宗师级,一流高手,职业高手,大神级别,高人,绝世高手,大神级,顶尖人物,高手级,江湖高手,超一流高手,格斗高手,隐藏的高手,高高手,大师级别,实战高手"
剪掉,"剪去,剪光,全剪,剪,剪到,剪短,再剪,剪成,剃掉,剪下来,先剪,剪下,修掉,剪断,剪平,剃光,剪至,剪后,剪好,可剪,掐掉,修剪,剪过,揪掉,剪开,并剪,适当修剪"
带伤,"旧伤复发,有伤,出战,上阵,带着伤,负伤,拼到,受伤,未愈,轻伤不下火线,脚伤,伤退,拼尽全力,休战,因伤,伤病,缺战,伤势,再次受伤,老伤,伤,腕伤,伤病缠身,上场,主动请缨,受了伤,膝盖受伤"
胖人,"瘦人,肥胖人,肥人,瘦子,肥胖者,人胖,偏胖,胖的,脂肪多,肥胖人士,胖者,容易胖,过胖,较胖,瘦的,比较胖,身体胖,胖有,骨架大,脂肪过多,人太瘦,比较瘦,腹部肥胖,胖,肥胖,肥胖型,大腿胖,过瘦,易胖"
毛织,"针织服装,毛衫,牛仔服装,针织品,针织,毛针织,毛纱,针织毛衫,毛纺织,色织,大朗毛织,毛纺,丝绸面料,麻纺,制衣,羊毛绒,针织内衣,牛仔布,丝织,服装辅料,纺织面料,纺织,精纺,提花,纱线,高档面料,针织纱线,针织布料,纱线纺织,毛织服装"
移民局,"美国移民局,移民官,移民部,签证申请,澳洲移民局,加拿大移民局,新西兰移民局,移民厅,移民申请,澳大利亚移民局,移民签证,学生签证,英国移民局,加拿大移民部,签证官,投资移民申请,绿卡申请,学签,入境处,入籍申请,加拿大签证,澳洲签证,签证,签证的申请,申请者,魁北克移民局,签证处,工签,申请学生签证"
日本语,"中国语,日语语法,日语口语,初级日语,日语,日本語,标准日本语,标日,日语吧,标准日语,大家的日语,日语学习,日语初级,新标日,自学日语,学习日语,日语翻译,韩国语,日语教材,现代日语,学日语,新编日语,实用日语,中国語,私"
螳螂,"大虫子,卡兹克,雷克塞,加里奥,男枪,卡蜜尔,卡莉丝塔,烬,盲僧,翠神,凯南,婕拉,复仇之矛,石头人,小鱼人,蛤蟆,卡密尔,大龙,狮子狗,捷拉,轮子妈,雷克赛,扇子妈,打野盲僧,飞天螳螂,蜘蛛女皇,击杀,妖姬,蛇女,巨魔"
快点,"快点儿,赶快,快点走,快些,你快,快一点,快去,早点,赶紧,快点啊,别废话了,快快快,别废话,快回家,快回来,快把,动作快一点,快过来,快上来,等一下,快快,等不及了,等等我,走吧,快走,先别,快,早点儿,跟我一起,早点回来"
夺回,"夺回来,抢回,夺取,重夺,夺下,占领,重新占领,重新夺得,攻占,夺到,击溃,拿回,攻下,夺走,收复,夺,反攻,杀回,拱手让出,发动反攻,一举,发起进攻,失去的土地,打垮,统治权,大举进攻,保住,夺会,乘胜追击,夺占"
特产,"本地特产,土特产,当地的特产,当地特产,地方特产,各种特产,特产小吃,名特产,其他特产,名产,土产,本土特产,特产美食,特色食品,土特产品,家乡的特产,各地的特产,水果特产,家乡特产,知名特产,特色食物,土产品,当地土特产,特产水果,特产品,出产,主要特产,特产食品,小吃特产,特产丰富"
汉盛,"锦天城,律师事务所高级合伙人,成都分所,上海分所,浙江裕阳知识产权代理有限公司,上海市协力律师事务所,金诚同达,知识产权代理事务所,中伦律师事务所,王磊律师,上海申浩,大成律所,江苏亿诚律师事务所,上海邦信阳中建中汇律师事务所,刘映婷,北京大成,破产与清算,无锡分所,隆安律师事务所,睿诚,上海普世律师事务所,律师事务所合伙人,明税律师事务所,君合律师事务所,北京国枫律师事务所,四川君合律师事务所,高级合伙人,蓝之天,北京超凡知识产权代理有限公司,浙江五联律师事务所"
利用率,"利用效率,利用率高,提高利用率,使用效率,利用度,空间利用率,可利用率,高利用率,资源利用率,空间使用率,综合利用效率,吸收利用率,使用率,吸收效率,闲置率,综合利用率,利用效果,利用水平,吸收率,转化效率,可用率,资源利用效率,能源利用率,土地利用率,空间占用率,浪费率"
接待,"负责接待,招待,接待工作,亲自接待,到访,拜访,外宾,接待人,重要客人,接待客人,酒店接待,客人,接待访客,接待来宾,接待来访,安排接待,接见,来访,接待活动,公司接待,宴请,接待任务,接待参观,接待国际,接待人员,接待服务,外国客人,接待安排,接待,做好接待"
星系,"恒星系,行星,太阳系,星球,银河系,星域,母星,银河星系,星体,小行星带,恒星,星区,恒星系统,星团,仙女星系,行星系,宇宙中,银河系中心,太阳系外,宇宙空间,陨石带,星系群,光年,母星系,恒星星系,星系中心,行星轨道,行星带,宇宙,天体"
神器,"超级神器,器,利器,神器在手,必备神器,法宝,逆天神器,神物,懒人神器,专属神器,神级装备,神器来了,强大神器,大法,最强神,三大神器,装神器,新神器,终极武器,懒人必备,套装,秘器,秘密武器,四大神器,的神,万能,装逼神器,必备,终极杀,冬季必备"
情书,"一封情书,表白信,情信,告白信,写情书,第一封情书,她的情书,我的情书,告白情书,那封情书,分手信,情诗,写给她,求爱信,表白的情书,写一封情书,手写情书,写给你的情书,告白,小情书,写给,浪漫情书,表白情书,一封封,第一封信,同学录,一纸情书,一首情诗,情书的内容"
净值,"高净值,资产配置,基金净值,高净值人群,高资产,高净值客户,股票资产,单位净值,绝对收益,持有基金,基金产品,基金组合,高净值人士,投资组合,金融资产,基金收益,持有份额,投资资产,绝对回报,配置资产,收益率,基金单位净值,资产净值,型基金,可投资资产,大众富裕阶层,基金投资者,份额净值,风险收益,资产配置方案"
证券时报,"中国证券报,证券日报,公司,上海证券报,每日经济新闻,券商中国,上证报,中国证券网,经济参考报,世纪经济报道,中国经营报,网易财经,财联社,第一财经日报,国际金融报,第一财经,中国基金报,中证网,中证报,资讯,北京商报,投资快报,宋清辉,金融投资报,经济观察网,大众证券报,经济观察报,证券时报网,中国财富网,长江商报"
灌篮,"三步上篮,空中接力,爆扣,扣篮,单手扣篮,暴扣,晃倒,灌蓝,篮框,射篮,运球过人,隔人,干拔跳投,颜射,空接,虐框,劈扣,运球,拉杆上篮,扣蓝,后撤步,大力灌篮,隔扣,上篮,空接扣篮,双手扣篮,抓帽,篮球技巧,飞扣,运球突破"
竟是,"竟,竟然,竟被,居然,竟有,原来是,竟因,后竟,这竟,竞是,竟会,竟真,时竟,竟然还,不曾想,不料,两人竟,谁知,竟然是他,竟为,竟一,竟已,谁料,竟然如此,竞然,竟成,万万想不到,万万没想到,没想到,竟连"
羊绒,"山羊绒,羊绒衫,纯羊毛,纯羊绒,羊绒面料,羊驼毛,美利奴羊毛,羊毛,驼绒,貂绒,马海毛,羊驼绒,羊毛绒,羊毛羊绒,细羊毛,羊毛面料,全羊毛,羊绒大衣,真丝,牦牛绒,皮毛一体,毛呢,羊绒羊毛,混纺,桑蚕丝,羊绒混纺,羊绒围巾,绵羊皮,优质羊毛,澳洲羊毛"
黄蜂队,"鹈鹕队,开拓者队,爵士队,猛龙队,火箭队,活塞队,骑士队,老鹰队,掘金队,太阳队,夏洛特黄蜂队,尼克斯队,马刺队,勇士队,步行者队,黄蜂,魔术队,鹈鹕,篮网队,亚特兰大老鹰队,安东尼戴维斯,灰熊队,波特兰开拓者队,芝加哥公牛队,篮网,休斯顿火箭队,印第安纳步行者队,快船队,费城人队,雷霆队"
商机,"新的商机,新商机,巨大商机,无限商机,无限的商机,发现商机,潜在商机,抓住商机,商业契机,商机无限,大商机,市场商机,赚钱商机,发展商机,好商机,商业机遇,生意机会,致富商机,商业机会,机遇,投资商机,把握商机,创业机会,创业商机,巨大市场,致富机会,巨大的市场,赚钱的机会,财富机遇,发掘商机"
有无,"是无,是否,或无"
层级,"不同层级,高层级,层级结构,三个层次,层次,层级关系,层级划分,组织层级,分层级,层面,各层级,层次结构,四个层次,维度,层次划分,两个层次,多层级,层次架构,不同的层次,层次之间,层级设置,战略层,岗位层级,低层次,层级化,运营管理层,层级管理,层级式,组织架构,金字塔型"
到位,"到位,及时到位,处理到位,准确到位,协调到位,很到位,保障到位,落实到位,基本到位,非常到位,细节到位,比较到位,做到位,节奏把握,配合到位,完毕,时间到位,力度,全部到位,做好,工作到位,规范到位,安排到位,准备到位,人员到位投入到位"
崩溃,"奔溃,彻底崩溃,大崩溃,精神崩溃,绝望,崩塌,全盘崩溃,崩溃边缘,崩坏,抓狂,疯掉,崩溃的边缘,彻底失控,撑住,全线崩溃,失控,情绪崩溃,土崩瓦解,面临崩溃,濒临崩溃,瓦解,完全失控,崩了,发疯,彻底绝望,坍塌,完蛋,瘫痪,垮掉"
走弱,"大幅下挫,震荡下行,下挫,明显走弱,快速回落,弱势震荡,走低,止跌反弹,大幅下跌,震荡走低,加速下跌,回落,继续下跌,走跌,反弹乏力,破位下跌,高位回落,震荡回落,企稳,高位回调"
海军,"潜艇部队,中国海军,海军舰队,英国海军,海军作战,军舰,海军部队,美国海军,海军舰艇,海军力量,海军航空兵,航空母舰,海上力量,陆军,海军装备,皇家海军,海军军舰,太平洋舰队,英国皇家海军,舰艇,海空军,空军,航母,法国海军,水面舰艇,航空兵,海上作战,海军战舰,大型军舰,主力战舰"
光泽感,"水润感,雾面,自然光泽,清透感,透明感,哑光效果,妆效,光泽度,光泽感强,润感,妆感,哑光,珠光效果,奶油肌,半哑光,丝绒质地,哑光妆效,清透自然,亚光,丝绒,质地轻薄,贴肤,水润,水润度,质感,轻薄服帖,不厚重,提亮,光泽,粉质"
通通,"统统,全都,一概,所有的,都都,一股脑儿,全给,全都会,一股脑,一一,一并,等等等等,尽数,都被,无一例外,都,全数,全部,见鬼去吧,快把,一律,都给你,直接把,所有的一切,所有,你把,那些个,东西全,把什么,总之"
打工,"打工挣钱,打工赚钱,打零工,去打工,打小工,打工生活,务工,打临工,外出打工,外地打工,做零工,做小工,一起打工,找活干,进城打工,广东打工,做小生意,打工的日子,挣学费,辍学,打短工,挣钱,打工生涯,打工还债,打杂工,初中毕业后,打工十年,打工创业,谋生计,谋生"
岩石,"巨大的岩石,岩石表面,岩块,山岩,黑色岩石,岩壁,大块岩石,岩石中,岩石山,巨岩,石块,巨石,岩层,岩石层,山石,坚硬岩石,岩石块,石灰岩,山体,砾石,岩体,山壁,碎石,石层,花岗岩,玄武岩,火山岩石,沙砾,火山岩,岩石组成"
单薄,"瘦弱,瘦小,厚实,孱弱,羸弱,臃肿,身体单薄,瘦削,单簿,略显,赢弱,稍显,娇小,单衣,略嫌,稍嫌,纤弱,身材瘦弱,粗糙,苍白,寒酸,弱不禁风,削瘦,丰满,褴褛,穿得单薄,壮实,裹着,清瘦"
可能性,"概率,几率,机率可能,,发生的可能性,可能会,目前来看,很有可能,实现的可能性,非常可能,成功的可能性,如果能,意味着,潜在,这种可能,如果能够,如果,几乎为零,微乎其微,极有,难度,发生的概率"
小枣,"金丝小枣,大红枣,枣,大枣,小红枣,枣子,红枣,金丝枣,红小豆,枣要,新疆大枣,密云小枣,脆枣,蜜枣,糯米,枣儿,江米,杏干,核桃,冬枣,金丝蜜枣,天津小枣,黑枣,雪花梨,红果儿,骏枣,黄米,新疆红枣,红芸豆,山楂果"
磨具,"模具,各种模具,模具制作,金属模具,摸具,膜具,硅胶模具,其他模具,制作模具,小模具,使用模具,压模,普通模具,模具成型,硅胶模,塑料模具,专用模具,陶瓷模具,成型模具,金属模,压铸模,木模具,塑模,橡胶模具,蛋糕模具,陶瓷模,模具压制,模内,磨具制作,模具造型"
正式版,"正式版本,测试版,测试版本,公测版,体验版,更新版本,正式版发布,版,版本,预览版,系统更新,版本,最新版本,安卓版本,更新补丁,更新包,稳定版,内测版,版本发布,公测版本,预览版本,最新系统,大更新,版本更新,重大更新,开发版,新版本"
喘息,"喘气,喘,喘息之机,缓气,喘口气,大口喘气,喘吸,呻吟,粗气,连喘,地喘,喘着,喘过,急促的呼吸,急促地呼吸,缓口气,急喘,呼吸,气喘,缓,急促,粗重,喘息声,剧烈的咳嗽,轻喘,粗喘,停顿,他缓,呼吸粗重"
学者,"学者们,著名学者,学界,人文学者,历史学家,历史学者,研究学者,学者专家,权威学者,当代学者,知名学者,西方学者,外国学者,中国学者,专家学者,汉学家,学术界,资深学者,史学家,现代学者,大学者,研究者,相关学者,法学家,思想家,文人学者,学家,专业学者,研究专家,著名的学者"
创娱,"郑甲伟,毕长恒,星辉天拓,神奇时代,妙聚,火谷网络,天拓游戏,君海游戏,无端科技,畅娱,墨麟集团,北京爱乐游,互娱,上海野火,乐道互动,独代,青果灵动,集团,哆可梦,拇指游玩,武汉手盟,力港网络,盖娅互娱,摩奇卡卡,椰子游戏,深圳中青宝,世游,乐赢互动,趣丸,无锡七酷网络科技有限公司"
夺命,"连环,夺命追魂,催魂,封喉,催命,杀人无形,连环杀,追魂夺魄,绝命,杀手,追魂夺命,夺魂,索命,招招,索魂,招招致命,绝命一击,必杀,杀招,十击,夺命刀,一招毙命,追魂,杀人于无形,丧命,血雷,致命,飞刀,剑剑,连环攻击"
接应,"包抄,埋伏,增援,阻截,策应,二传,发动进攻,待命,一传,布防,压阵,驰援,副攻,截杀,掩护,会合,支援,强攻,强行突破,镇守,大部队,回援,援兵,截住,汇合,牵制,出击,阻击"
弹跳,"弹跳力,弹跳能力,滞空能力,弹跳高度,弹速,垂直起跳,跑跳,跳跃能力,原地起跳,纵跳,爆发力,下肢力量,弹跳好,上肢力量,敏捷度,原地弹跳,身体协调性,跳跃力"
老鹰队,"黄蜂队,骑士队,开拓者队,太阳队,猛龙队,掘金队,鹈鹕队,灰熊,芝加哥公牛队,篮网,爵士队,灰熊队,国王队,活塞队,人队,亚特兰大老鹰队,雄鹿,马刺队,费城人队,凯尔特人队,篮网队,克利夫兰骑士队,波特兰开拓者队,当家控卫,奇才队,尼克斯队,夏洛特黄蜂队,绿军,克里夫兰骑士队,奥兰多魔术队"
高额,"巨额,签字费,无力支付,不菲,一大笔,高昂"
给予,"给与,给以,予以,鼓励,必要的帮助,回馈,得到,支持,对,对其,予,关爱和,精神鼓励,作出,获得,奖励,政策倾斜,充分的鼓励,而对,资金奖励,积极的评价,给出,积极的鼓励,关怀,对于,同时,可以得到,经济奖励"
签证处,"签证中心,使馆签证,申请中心,英国签证中心,英国签证,加拿大使馆,北京大使馆,领馆签证,办理签证,加拿大签证,递签,领馆,领事馆,大使馆签证,签证材料,签证申请,签证资料,德国签证,签证申请中心,领事馆签证,移民局,领取签证,瑞士签证,北京签证,上海领事馆,荷兰签证,法国签证,签证公司,新西兰签证,广州领事馆"
抢购,"疯抢,疯狂抢购,抢购商品,抢购活动,限时抢购,限量抢购,秒杀抢购,抢购中,抢购潮,大抢购,抢货,抢空,抢购一空,开抢,抢抢抢,抢售,火爆抢购,抢订,抢到就是赚到,抢购风潮,开售,抢买,预约抢购,热卖,抢购产品,买到就是赚到,限时秒杀,售空,抢购热潮,限时限量抢购"
胸针,"一枚胸针,耳坠,耳环,珍珠胸针,钻石胸针,珍珠耳钉,耳饰,颈链,珍珠耳环,珍珠吊坠,项链,吊坠,挂坠,项链吊坠,流苏耳环,长项链,袖扣,钻石耳环,镶钻,腕饰,钻石镶嵌,吊坠项链,项链坠,锁骨链,珍珠戒指,配饰,珍珠耳饰,小耳环,蝴蝶胸针,坠饰"
铜像,"雕像,塑像,铜雕像,青铜雕像,纪念像,石雕像,纪念雕像,青铜像,半身雕像,纪念雕塑,一座铜像,纪念碑,立像,孙中山先生铜像,孙中山铜像,座像,巨型雕塑,铜像雕塑,孔子塑像,汉白玉雕像,坐像,塑起,大型雕像,雕塑像,人物雕像,塑立,群雕,孔子雕像,雕塑,一座雕像"
造成,"导致,遭成,致使,产生,严重,引发,影响,造成损害,引起,损害,造成危害,严重影响,导至,造成重大,带来影响,影响到,造成负面影响,破坏,造成的后果,容易导致,加剧,后果,可能引发"
连败,"败,三连败,败的,两连败,四连败,六连败,败后,击败,不敌,主场,全败,连负,负,战绩"
网线,"宽带线,宽带网线,接网线,电脑网线,电话线,网络线,网线连接,路由器,网线接口,连接网线,宽带接口,网线接入,网线插口,插线,电视线,连接路由器,电脑线,网线端口,网线口,安装路由器,上网线,光猫,闭路线,网络接口,拉网线,分线盒,有线上网,无线路由器,宽带猫,安装无线路由器"
上传,"传上,上传发布,上传视频,第一次上传,到网络,上传照片,上传完毕,关于上传,上传成功,本地上传,无法上传,重新上传,上传图片,照片上传,保存到本地,如何上传,本地图片,至网,上传内容,发到,传视频,视频上传,上传分享,定时上传,网友上传,生成图片,上发,上传功能,上传信息,未上传"
靓丽,"亮丽,靓眼,青春靓丽,清新靓丽,亮眼,迷人,光彩照人,时尚靓丽,艳丽,靓丽时尚,动人,美丽动人,明艳动人,美丽,魅力四射,靓丽色彩,青春亮丽,清新美丽,靓丽的色彩,吸晴,清新亮丽,的美丽,光彩夺目,靓丽青春,更靓丽,美丽迷人,十分迷人,明艳,魅力无限,一道靓丽的风景"
分开,"分离,在一起,再分开,分开之后,如果分开,不得不分开,分开后,分了,在一起的时候,分开以后,彼此,分道扬镳,一直在一起,再相爱,连在一起,中间,和好,纠缠,短暂的分离,因为相爱,放开彼此的手,就此分手,不要分离,相互,单独"
围绕,"核心主题,紧紧围绕,两大主题,展开,聚焦,主题展开,核心,围绕核心,推动,主题,构建,目标展开,重点,聚焦于,三大主题,一条主线,核心点,依托,核心话题,推进,内容展开,两大重点,着重,主导,话题展开,围绕教育,主要内容,着力,重点聚焦"
楼盘,"楼盘项目,新楼盘,热门楼盘,住宅楼盘,新盘,其他楼盘,楼盘价格,新开楼盘,刚需楼盘,优质楼盘,刚需盘,品质楼盘,品牌楼盘,高端楼盘,大楼盘,热销楼盘,热点楼盘,楼盘销售,开发楼盘,住宅项目,楼盘开盘,新房楼盘,楼盘情况,别墅项目,项目楼盘,最近开盘,即将开盘,豪宅项目,商业楼盘,公寓楼盘"
献礼,"周年献礼,六十周年,巨献,特别献礼,国庆献礼,盛大庆典,华诞,生日献礼,华诞,周年,周年,五十周年,周年,四十周年,庆典,敬献,周年,周年,三十周年,七十周年,二十周年,纪念,周年庆典,周年,诞辰,周年,十五周年,建党周年,长征胜利周年,周年华诞"
加床,"床位,病房床位,睡走廊,上加床,单人间,家属陪护,双人间,陪床,临时加床,双人房,单人房,人间,三人房,多人间,床,两张床,单人病房,没床,空床,三张床,双人病房,张床,陪护床,单人房间,张床,陪人床,特需病房,占床,备用床,一床难求"
台面,"上台面,大台面,厨台,厨房台面,枱面,厨房操作台,吧台面,明面,吊柜,檯面,搁板,操作台面,操作台,地柜,玻璃台面,岛台,明面儿,料理台,茶几,橱柜的台面,大理石台面,桌面,木质台面,玻璃置物架,橱柜,厨房墙壁,橱柜台面,厨具收纳,隔板,厨房墙面"
样本,"样本数据,样本分析,作为样本,研究样本,实验样本,数据样本,其他样本,样本数量,样本信息,分析结果,试验样本,测试样本,小样本,结果显示,临床样本,样本选择,样本数,样本调查,检测样本,样本量,总体样本,调查样本,组织样本,本研究,定量数据,样本选取,结果表明,取样,研究数据,样本的情况"
剧情,"故事剧情,剧情设定,剧情走向,剧情设计,剧情发展,剧情内容,剧情设置,情节设定,剧情安排,故事走向,电影剧情,人物剧情,故事情节,人物设定,剧情紧凑,故事发展,主线剧情,剧情进展,小说剧情,主线故事,剧情主线,剧情节奏,剧情结构,剧情故事,情节设计,人物设置,情节,剧情冲突,游戏剧情,情节展开"
闲暇,"空暇,闲暇时光,闲暇时间,空闲,闲暇时,闲暇之余,忙里偷闲,忙中偷闲,闲暇时刻,工作闲暇,闲余,空闲时间,闲来无事,闲时,空闲时,闲下,偷闲,打发时光,闲遐,休闲时光,余暇,读读书,生活之余,消遣,消磨时光,午后闲暇,难得清闲,偷得半日闲,偷得浮生半日闲,闲空"
堪称,"勘称,可谓,堪比,当属,更是,号称,之最,被誉,堪为,名副其实,算得,空前绝后,堪称一绝,可称,绝对,典范,简直,前无古人后无来者,巅峰之作,当之无愧,媲美,冠绝,史上,纵观,公认,无可挑剔,算得上,无出其右,誉为,令人叹为观止"
